Date,Stock,Close,Predicted_Close,Mean_Abs_Error
2022-12-08,vsmpx,179.57000732421875,179.27786535918693,1.383424318432998
2022-12-08,vfiax,364.1499938964844,363.4583734939521,1.5395060560463938
2022-12-08,agthx,53.02000045776367,52.951905471489354,0.179195947792114
2022-12-08,oxy,63.43000030517578,63.310318343750794,0.4979222375640927
2022-12-08,xom,104.88999938964844,104.63447679241304,0.2994288222865367
2022-12-08,vrtx,323.1600036621094,321.62174312043805,1.632938911231039
2022-12-08,enph,320.5,315.3010910003848,2.270742569303667
2022-12-08,four,47.42499923706055,47.7729638547228,2.394391203256216
2022-12-08,on,70.13999938964844,69.30048442593053,0.4546737044716293
2022-12-08,vsmpx,179.57000732421875,179.17544621197658,1.3941265214749121
2022-12-08,vfiax,364.1499938964844,363.2284204251086,1.5677941080595128
2022-12-08,agthx,53.02000045776367,52.93080918368721,0.17648132375505934
2022-12-08,oxy,63.95000076293945,63.83738420084217,0.5052658363154617
2022-12-08,vrtx,324.0400085449219,322.6173173560729,1.6901933209035398
2022-12-08,enph,317.44000244140625,312.7103729196238,2.2101248511441174
2022-12-08,four,47.44499969482422,47.69512020825802,2.5051669440256585
2022-12-08,on,72.05000305175781,71.3319702126637,0.4405189761064501
2022-12-08,vsmpx,179.57000732421875,179.15536516627603,1.5359440904235298
2022-12-08,vfiax,364.1499938964844,363.30298719722214,1.698148384655704
2022-12-08,agthx,53.02000045776367,52.909535347957956,0.16971163260234995
2022-12-08,oxy,63.560001373291016,63.423849142806475,0.5244561895707259
2022-12-08,xom,105.18000030517578,104.9296672328278,0.29117042071845367
2022-12-08,vrtx,323.8949890136719,322.3370683944705,1.6057072992683707
2022-12-08,enph,317.6741943359375,312.5797316705534,2.183722299745363
2022-12-08,four,47.41999816894531,47.82161092193951,2.5726951294082614
2022-12-08,on,71.98999786376953,71.39938844261472,0.45281114781926163
2022-12-09,vsmpx,180.97999572753906,180.54604998578097,1.547453697779948
2022-12-09,vfiax,366.94000244140625,366.0416705751453,1.719527863451079
2022-12-09,agthx,53.459999084472656,53.39244020937355,0.1642222064955353
2022-12-09,oxy,63.709999084472656,63.58203332293396,0.49209657661109935
2022-12-09,xom,104.41999816894531,104.17075729075887,0.29407666620942996
2022-12-09,vrtx,321.32000732421875,319.92686172250666,1.6470434717536515
2022-12-09,enph,319.8699951171875,314.9240015222103,2.0065759174327016
2022-12-09,four,47.72999954223633,47.98287364545291,2.800415360876318
2022-12-09,on,72.16000366210938,71.55746063094466,0.4483170699105224
2022-12-10,vsmpx,179.58999633789062,179.33276049773107,1.4837625968790535
2022-12-10,vfiax,364.260009765625,363.42306136060074,1.626749681707937
2022-12-10,agthx,53.189998626708984,53.09886449916223,0.15773267861771562
2022-12-10,oxy,62.599998474121094,62.48941844597091,0.47918170893517154
2022-12-10,xom,103.54000091552734,103.27683623028096,0.29791573355453976
2022-12-10,vrtx,312.2200012207031,310.9248725386273,1.7706049488356705
2022-12-10,enph,319.54998779296875,314.38136874764535,2.6358745742580454
2022-12-10,four,49.52000045776367,49.72776187269932,2.803280139981207
2022-12-10,on,70.52999877929688,69.86033915350968,0.44905224733123017
2022-12-11,vsmpx,179.58999633789062,179.18426308477754,1.5843646427149534
2022-12-11,vfiax,364.260009765625,363.36677706325156,1.5500292425112867
2022-12-11,agthx,53.189998626708984,53.09298630803731,0.1660747148605564
2022-12-11,oxy,62.599998474121094,62.47898969667973,0.49637916092749296
2022-12-11,xom,103.54000091552734,103.28943771631222,0.2740777560571709
2022-12-11,vrtx,312.2200012207031,310.7680561068507,1.697237850171297
2022-12-11,enph,319.54998779296875,314.77217130768815,2.122880688408719
2022-12-11,four,49.52000045776367,49.6696972920238,2.236510378120229
2022-12-11,on,70.52999877929688,69.93211747733531,0.4598047870497778
2022-12-12,vsmpx,179.58999633789062,179.20202950517208,1.52466151413138
2022-12-12,vfiax,364.260009765625,363.49363508069234,1.6379858348339307
2022-12-12,agthx,53.189998626708984,53.110793366744446,0.16800661709725692
2022-12-12,oxy,62.599998474121094,62.47283351485824,0.4839791821209247
2022-12-12,xom,103.54000091552734,103.28113555486883,0.3070820329510876
2022-12-12,vrtx,312.2200012207031,310.8858213198628,1.6231256769963849
2022-12-12,enph,319.54998779296875,313.85399240400756,2.7388437100687293
2022-12-12,four,49.52000045776367,49.92641130331704,2.828824474425517
2022-12-12,on,70.52999877929688,69.78940264587372,0.4567697328766019
2022-12-13,vsmpx,182.16000366210938,181.72075698529162,1.494962647165535
2022-12-13,vfiax,369.4599914550781,368.6330562895658,1.6073353904114518
2022-12-13,agthx,53.720001220703125,53.60985749817783,0.1710126805573391
2022-12-13,oxy,64.02999877929688,63.92404004801555,0.4992048453158212
2022-12-13,xom,106.08999633789062,105.83854064822114,0.3041670394208647
2022-12-13,vrtx,314.19000244140625,312.7318361718794,1.6449966914408556
2022-12-13,enph,320.8599853515625,316.10923497527403,2.8753515362720194
2022-12-13,four,52.54999923706055,52.7404310552056,2.6112435999553005
2022-12-13,on,70.98999786376953,70.35696484042592,0.42679665661606947
2022-12-14,vsmpx,183.52000427246094,183.1289551323769,1.60854709447303
2022-12-14,vfiax,372.1700134277344,371.30348064445855,1.5353208488252428
2022-12-14,agthx,54.16999816894531,54.075433724885,0.17206367360462857
2022-12-14,oxy,64.27999877929688,64.16705648935846,0.49227530345976567
2022-12-14,xom,107.25,106.99654646359885,0.2878919544906031
2022-12-14,vrtx,307.0899963378906,305.73462999304894,1.6145386090873395
2022-12-14,enph,325.989990234375,321.4585883507215,2.3021347799514116
2022-12-14,four,53.029998779296875,53.276000041485915,2.644559500739081
2022-12-14,on,71.55999755859375,70.90128959447388,0.4354911154372713
2022-12-15,vsmpx,182.49000549316406,182.10783885237367,1.5380461793123354
2022-12-15,vfiax,369.989990234375,369.2062399609983,1.5539679023630522
2022-12-15,agthx,53.95000076293945,53.851786003680175,0.15270220814873234
2022-12-15,oxy,63.68000030517578,63.53712294488996,0.4841348793851946
2022-12-15,xom,106.45999908447266,106.21803571723173,0.2723709454638085
2022-12-15,vrtx,312.0899963378906,310.7966467610527,1.683026611409496
2022-12-15,enph,332.79998779296875,327.4803662074609,2.4960716604585973
2022-12-15,four,52.939998626708984,53.05519447126799,2.555244700030819
2022-12-15,on,67.58999633789062,66.90209112361818,0.41704442976005524
2022-12-16,vsmpx,177.89999389648438,177.6193384444202,1.4030067115484708
2022-12-16,vfiax,360.7900085449219,359.94759337543724,1.6182333002704992
2022-12-16,agthx,52.619998931884766,52.511428772420366,0.17188782072037173
2022-12-16,oxy,61.6609001159668,61.553002360532815,0.5080343730649465
2022-12-16,xom,104.31999969482422,104.06913486058197,0.2917660739670684
2022-12-16,vrtx,303.7699890136719,302.4631146053225,1.6960413252676232
2022-12-16,enph,303.30999755859375,299.1762654731383,2.196681920524858
2022-12-16,four,52.39500045776367,52.49691241349391,2.451542371163148
2022-12-16,on,64.7300033569336,64.21946152870083,0.4695999938311855
